epsilon,alpha,prob_empirica,array_size,c,time
0.200000, 0.250000, 0.800000, 524288, 262145, 0.271820
0.200000, 0.275000, 0.800000, 524288, 262145, 0.272211
0.200000, 0.300000, 0.800000, 524288, 262145, 0.272020
0.200000, 0.325000, 0.800000, 524288, 262145, 0.272223
0.200000, 0.350000, 0.800000, 524288, 262145, 0.272243
0.200000, 0.375000, 0.800000, 524288, 262145, 0.272825
0.200000, 0.400000, 0.800000, 524288, 262145, 0.272618
0.200000, 0.425000, 0.800000, 524288, 262145, 0.271606
0.200000, 0.450000, 0.800000, 524288, 262145, 0.272015
0.200000, 0.475000, 0.800000, 524288, 262145, 0.272203
0.200000, 0.500000, 0.800000, 524288, 262145, 0.272575
0.225000, 0.025000, 0.900000, 524288, 262145, 0.272218
0.225000, 0.050000, 0.900000, 524288, 262145, 0.272021
0.225000, 0.075000, 0.900000, 524288, 262145, 0.271856
0.225000, 0.100000, 0.900000, 524288, 262145, 0.271770
0.225000, 0.125000, 0.900000, 524288, 262145, 0.271640
0.225000, 0.150000, 0.900000, 524288, 262145, 0.272796
0.225000, 0.175000, 0.900000, 524288, 262145, 0.272013
0.225000, 0.200000, 0.900000, 524288, 262145, 0.272612
0.225000, 0.225000, 0.900000, 524288, 262145, 0.272611
0.225000, 0.250000, 0.900000, 524288, 262145, 0.272431
0.225000, 0.275000, 0.900000, 524288, 262145, 0.272825
0.225000, 0.300000, 0.900000, 524288, 262145, 0.273189
0.225000, 0.325000, 0.900000, 524288, 262145, 0.273383
0.225000, 0.350000, 0.900000, 524288, 262145, 0.272032
0.225000, 0.375000, 0.900000, 524288, 262145, 0.272374
0.225000, 0.400000, 0.900000, 524288, 262145, 0.271963
0.225000, 0.425000, 0.900000, 524288, 262145, 0.272196
0.225000, 0.450000, 0.900000, 524288, 262145, 0.271609
0.225000, 0.475000, 0.900000, 524288, 262145, 0.272033
0.225000, 0.500000, 0.900000, 524288, 262145, 0.272391
0.250000, 0.025000, 0.750000, 524288, 262145, 0.204352
0.250000, 0.050000, 0.750000, 524288, 262145, 0.204974
0.250000, 0.075000, 0.750000, 524288, 262145, 0.204176
0.250000, 0.100000, 0.750000, 524288, 262145, 0.203362
0.250000, 0.125000, 0.750000, 524288, 262145, 0.203785
0.250000, 0.150000, 0.750000, 524288, 262145, 0.204535
0.250000, 0.175000, 0.750000, 524288, 262145, 0.204149
0.250000, 0.200000, 0.750000, 524288, 262145, 0.204545
0.250000, 0.225000, 0.750000, 524288, 262145, 0.204147
0.250000, 0.250000, 0.750000, 524288, 262145, 0.204359
0.250000, 0.275000, 0.750000, 524288, 262145, 0.204346
0.250000, 0.300000, 0.750000, 524288, 262145, 0.203958
0.250000, 0.325000, 0.750000, 524288, 262145, 0.204150
0.250000, 0.350000, 0.750000, 524288, 262145, 0.203724
0.250000, 0.375000, 0.750000, 524288, 262145, 0.203956
0.250000, 0.400000, 0.750000, 524288, 262145, 0.203557
0.250000, 0.425000, 0.750000, 524288, 262145, 0.204802
0.250000, 0.450000, 0.750000, 524288, 262145, 0.203682
0.250000, 0.475000, 0.750000, 524288, 262145, 0.203380
0.250000, 0.500000, 0.750000, 524288, 262145, 0.203746
0.275000, 0.025000, 0.825000, 524288, 262145, 0.203591
0.275000, 0.050000, 0.825000, 524288, 262145, 0.203974
0.275000, 0.075000, 0.825000, 524288, 262145, 0.203388
0.275000, 0.100000, 0.825000, 524288, 262145, 0.203187
0.275000, 0.125000, 0.825000, 524288, 262145, 0.203365
0.275000, 0.150000, 0.825000, 524288, 262145, 0.203392
